1.595018,2.0
2.298926,2.0
2.548969,2.0
2.035139,2.0
2.827671,2.0
2.490945,2.0
3.558069,2.0
3.317018,2.0
2.448844,2.0
0.893301,2.0
3.105488,2.0
3.701727,1.0
3.733766,2.0
3.040133,1.0
3.648497,2.0
3.411515,2.0
2.376377,2.0
2.175351,2.0
1.957454,2.0
2.484475,2.0
3.700765,1.0
1.868581,1.0
2.102040,2.0
2.963834,1.0
1.968611,2.0
2.644612,2.0
2.585223,1.0
1.408893,2.0
2.304614,2.0
0.921441,2.0
2.351179,2.0
2.525626,2.0
2.746504,1.0
1.794006,1.0
2.473479,2.0
1.914860,2.0
4.213486,2.0
2.388562,1.0
3.333489,1.0
2.246253,1.0
1.744877,2.0
2.105944,2.0
2.140336,2.0
1.486140,2.0
2.899905,1.0
2.488557,2.0
1.303228,2.0
1.620512,2.0
2.227851,1.0
1.780604,2.0
3.114583,2.0
2.814402,2.0
1.982708,1.0
2.190261,2.0
1.931098,2.0
2.164002,1.0
1.655396,2.0
2.236072,1.0
2.811742,1.0
1.539705,2.0
3.352302,1.0
2.126516,2.0
4.999782,1.0
0.687954,1.0
2.760142,1.0
3.508622,1.0
3.695923,2.0
3.281476,1.0
1.866377,2.0
2.072762,2.0
1.431628,2.0
1.479391,2.0
2.024065,2.0
2.409079,2.0
2.854492,1.0
1.757192,2.0
1.854734,2.0
1.794291,2.0
3.668441,2.0
2.237466,2.0
2.814386,2.0
2.957507,1.0
1.285698,1.0
2.836349,2.0
2.959192,2.0
2.172721,2.0
0.979478,2.0
1.155453,2.0
3.436657,2.0
3.313501,1.0
2.822802,2.0
1.884379,2.0
2.222003,2.0
2.758126,2.0
2.826209,2.0
3.259636,2.0
1.985897,2.0
1.639664,2.0
1.731633,2.0
3.139275,2.0
2.943995,2.0
3.668215,2.0
3.362998,2.0
2.576581,1.0
1.842544,2.0
2.491500,2.0
2.410660,2.0
0.464137,2.0
1.325703,2.0
3.933195,2.0
1.913728,2.0
1.141056,1.0
4.394167,1.0
2.669318,2.0
1.933325,2.0
3.359211,1.0
2.286149,2.0
2.876377,2.0
1.903171,2.0
1.263131,2.0
2.842036,2.0
1.646458,2.0
2.577613,2.0
2.352054,2.0
3.406009,2.0
1.130779,2.0
2.578206,2.0
1.988230,2.0
3.486111,2.0
2.278343,2.0
2.889319,2.0
0.624027,1.0
2.201693,2.0
2.983131,1.0
1.995626,2.0
3.202892,1.0
1.808948,2.0
2.683382,2.0
2.355703,2.0
2.004202,2.0
1.622323,2.0
3.190557,2.0
2.556877,2.0
2.556630,2.0
1.014642,1.0
2.990839,2.0
2.364209,2.0
1.462204,2.0
1.577167,2.0
2.982782,2.0
3.323533,2.0
2.242637,2.0
1.584241,2.0
2.691615,1.0
2.015022,2.0
1.248377,2.0
3.658767,2.0
1.879668,2.0
1.045630,1.0
3.924281,1.0
2.629206,1.0
3.538826,1.0
2.349196,2.0
2.100695,2.0
3.223624,2.0
1.938318,1.0
0.979642,2.0
2.302435,2.0
1.552904,2.0
4.231234,1.0
3.143296,2.0
2.400335,2.0
3.387349,2.0
3.206999,2.0
2.925263,1.0
3.079287,2.0
3.002272,1.0
2.706687,2.0
2.542019,1.0
2.416525,1.0
3.647362,2.0
1.633002,2.0
3.030478,1.0
4.540870,1.0
3.298825,1.0
1.016030,2.0
2.293636,2.0
2.718675,2.0
4.141676,2.0
4.150856,2.0
1.716812,2.0
2.557719,1.0
3.915935,2.0
2.845166,1.0
2.537743,1.0
2.759224,2.0
2.561214,2.0
2.484540,2.0
0.769070,2.0
2.670280,1.0
3.292628,2.0
4.440885,2.0
3.089241,2.0
1.865869,2.0
1.302129,1.0
3.712680,2.0
2.624220,2.0
1.941358,2.0
2.304913,1.0
2.659793,1.0
2.177398,2.0
2.616787,2.0
3.622960,1.0
3.019557,2.0
2.501093,2.0
1.859456,2.0
3.114621,1.0
3.277128,1.0
1.478740,2.0
2.081915,2.0
2.043268,2.0
3.431769,2.0
1.950477,2.0
1.906346,2.0
1.402380,1.0
4.160878,2.0
2.832992,2.0
1.018216,2.0
2.480225,2.0
2.830226,2.0
2.219014,1.0
2.248098,2.0
3.238835,2.0
2.177238,1.0
3.930112,1.0
2.677886,2.0
0.902812,2.0
1.899853,2.0
2.959799,2.0
3.404727,1.0
1.673417,1.0
3.070837,2.0
2.524538,2.0
3.627453,1.0
1.446072,2.0
2.516715,2.0
1.687611,1.0
2.318198,2.0
2.753951,2.0
1.740160,2.0
1.824046,2.0
3.708498,2.0
0.988146,2.0
0.585804,1.0
2.788912,2.0
1.949986,2.0
2.605477,1.0
1.089986,2.0
2.448351,2.0
4.158690,2.0
3.779659,1.0
3.674361,2.0
2.759405,2.0
2.402849,2.0
1.924771,2.0
1.381590,1.0
4.688949,1.0
1.670631,2.0
4.277915,2.0
1.794605,2.0
2.971013,2.0
1.730425,2.0
2.461842,2.0
2.270537,2.0
3.810975,2.0
3.152394,1.0
2.924212,2.0
2.766226,2.0
3.372034,2.0
3.142256,2.0
1.952562,2.0
3.787909,2.0
1.918292,2.0
2.148606,2.0
4.206336,2.0
2.607283,2.0
3.036274,2.0
3.266164,2.0
3.720027,1.0
0.441388,2.0
2.170549,2.0
1.443314,2.0
3.505687,2.0
1.367233,2.0
2.941111,2.0
1.578741,1.0
3.036313,2.0
2.147570,1.0
1.687362,2.0
2.436571,1.0
4.242067,1.0
2.273286,2.0
0.598452,2.0
2.687301,2.0
2.325560,2.0
3.043220,2.0
2.780308,2.0
2.686738,2.0
1.610875,1.0
2.439477,2.0
2.429371,2.0
4.374132,1.0
1.056149,1.0
2.173173,2.0
2.030846,1.0
1.724006,2.0
2.354477,2.0
1.570677,2.0
2.123567,2.0
2.208159,2.0
3.443249,2.0
1.618497,2.0
2.776309,1.0
2.600224,2.0
1.471619,2.0
1.249746,2.0
2.309667,1.0
2.436005,2.0
1.615007,2.0
3.187964,1.0
1.721362,2.0
2.002712,2.0
1.906413,2.0
2.661493,2.0
0.130673,2.0
0.984390,2.0
3.958795,1.0
2.910027,2.0
2.362561,2.0
1.303225,2.0
2.534193,2.0
4.909800,1.0
3.519270,2.0
1.497003,2.0
3.083892,2.0
3.156179,2.0
3.112269,1.0
2.358202,2.0
1.686620,2.0
2.762423,2.0
3.708246,2.0
2.071635,2.0
2.586448,1.0
3.265175,2.0
3.449985,2.0
3.016739,2.0
2.017618,2.0
2.809648,2.0
3.182047,2.0
2.831061,2.0
3.932914,2.0
3.307686,2.0
1.978268,2.0
3.461413,2.0
1.253362,2.0
3.088924,2.0
1.408401,1.0
1.865404,2.0
1.999522,2.0
0.718033,2.0
2.139978,2.0
2.797513,1.0
2.839622,2.0
1.719203,1.0
3.466063,1.0
2.764902,2.0
3.429142,2.0
1.803963,2.0
1.151322,1.0
2.826405,2.0
3.314194,2.0
3.873060,1.0
2.428297,1.0
3.610405,2.0
2.645215,2.0
1.093622,2.0
3.462297,2.0
3.499029,2.0
4.700016,1.0
1.918415,2.0
3.160786,2.0
2.016857,2.0
3.812445,1.0
2.937439,2.0
2.167864,2.0
2.335422,2.0
1.357105,2.0
3.002949,2.0
1.186665,1.0
2.332180,1.0
0.712529,1.0
2.171088,2.0
2.603641,1.0
3.691336,2.0
1.364670,2.0
1.529373,1.0
1.591149,2.0
2.870059,2.0
3.315584,2.0
2.616225,2.0
1.747313,2.0
2.205496,2.0
2.642299,2.0
1.852301,2.0
2.681449,2.0
2.669912,2.0
2.618502,2.0
-0.287979,1.0
1.417835,2.0
2.070030,2.0
2.728696,2.0
2.868540,2.0
3.264612,2.0
2.442067,2.0
2.159091,2.0
3.120529,2.0
3.517104,1.0
2.808382,1.0
2.911351,1.0
3.064600,2.0
1.589280,2.0
4.046851,1.0
4.429280,2.0
2.547516,2.0
2.845765,2.0
1.737367,1.0
3.725276,2.0
3.442534,2.0
2.975895,2.0
2.818694,2.0
2.139604,1.0
2.570180,2.0
2.306599,2.0
4.810861,2.0
2.944539,2.0
3.595577,2.0
1.481288,2.0
1.957109,1.0
3.139986,2.0
1.947885,2.0
0.814670,2.0
0.516516,1.0
2.765723,2.0
3.000742,2.0
2.918336,2.0
2.264798,2.0
1.428364,2.0
3.117027,2.0
3.808335,1.0
2.900030,2.0
1.233212,2.0
1.878481,2.0
4.652317,1.0
1.831618,2.0
2.611508,2.0
1.186321,2.0
2.616138,2.0
1.026007,2.0
2.699604,2.0
2.248381,1.0
0.359456,2.0
2.897405,2.0
1.719608,2.0
1.793598,2.0
1.177513,1.0
2.086762,2.0
0.762129,1.0
1.693767,1.0
2.687857,2.0
2.359598,2.0
2.896129,1.0
1.990555,2.0
2.804313,1.0
2.005918,2.0
4.788718,1.0
2.669301,2.0
1.323593,2.0
2.939993,2.0
2.038171,1.0
2.370420,1.0
1.712488,2.0
1.770369,2.0
2.120650,2.0
2.499633,2.0
0.786678,2.0
3.302547,1.0
1.971057,2.0
1.969470,2.0
3.245443,2.0
1.006311,2.0
2.068685,1.0
2.867043,1.0
0.899283,2.0
1.978084,2.0
2.404260,2.0
2.780933,1.0
1.177349,2.0
1.828474,2.0
2.765260,2.0
2.839135,1.0
1.883406,2.0
2.443242,2.0
3.885879,1.0
3.098233,2.0
